,Govt_ID,Policy_Number,Disease,Disease_Category,Claim_Date
1381,QYMAI8319B,F08381,Dengue,acute,2020-07-02
1382,QYMAI8319B,F08381,Multiple Sclerosis,rare,2016-07-30
1383,QYMAI8319B,F08381,ACL Tear,surgical,2019-12-14
1384,NXUAL2480V,D04981,Multiple Sclerosis,rare,2019-04-11
1385,NXUAL2480V,D04981,Coronary Artery Disease,cardiac,2017-11-05
1386,NXUAL2480V,D04981,Diabetes Mellitus,chronic,2018-04-11
1387,NXUAL2480V,D04981,Angina,cardiac,2022-07-16
1388,NXUAL2480V,D04981,Dengue,acute,2021-10-20
1389,HDWAW7016Y,G33036,Chronic Kidney Disease,chronic,2020-12-10
1390,HDWAW7016Y,G33036,Viral Fever,acute,2021-01-06
1391,HDWAW7016Y,G33036,ACL Tear,surgical,2023-11-27
1392,GGREP5927A,B06284,Hernia,surgical,2017-07-17
1393,GGREP5927A,B06284,Coronary Artery Disease,cardiac,2019-06-06
1394,GGREP5927A,B06284,Fracture Femur,surgical,2018-03-13
1395,LSQVX5648F,H34028,Coronary Artery Disease,cardiac,2021-02-16
1396,LSQVX5648F,H34028,Angina,cardiac,2022-02-26
1397,LSQVX5648F,H34028,Autoimmune Disorder,rare,2017-11-04
1398,LSQVX5648F,H34028,Gastroenteritis,acute,2016-03-21
1399,ICAQF8408V,H97746,Lupus,rare,2019-05-04
1400,ICAQF8408V,H97746,Multiple Sclerosis,rare,2021-12-16
1401,ICAQF8408V,H97746,Hernia,surgical,2019-07-27
1402,ICAQF8408V,H97746,Hypothyroidism,chronic,2018-09-27
1403,ICAQF8408V,H97746,Fracture Femur,surgical,2018-10-06
1404,ARILC0970Y,O93871,Appendicitis,surgical,2018-02-21
1405,ARILC0970Y,O93871,Hypertension,chronic,2023-03-15
1406,ARILC0970Y,O93871,Lupus,rare,2019-08-19
1407,ARILC0970Y,O93871,Lupus,rare,2021-01-15
1408,JQRLP1828S,S91897,Appendicitis,surgical,2020-04-19
1409,JQRLP1828S,S91897,Angina,cardiac,2024-01-17
1410,CSYZL4717U,H86388,Autoimmune Disorder,rare,2016-11-20
1411,CSYZL4717U,H86388,ACL Tear,surgical,2020-08-27
1412,CSYZL4717U,H86388,Urinary Tract Infection,acute,2020-09-30
1413,CSYZL4717U,H86388,Gastroenteritis,acute,2019-10-17
1414,PSXRP8793Q,P46793,Dengue,acute,2017-06-15
1415,AROVL3252P,J59710,Multiple Sclerosis,rare,2018-02-25
1416,AROVL3252P,J59710,Fracture Femur,surgical,2023-07-08
1417,AROVL3252P,J59710,Gastroenteritis,acute,2019-09-29
1418,AROVL3252P,J59710,Myocardial Infarction,cardiac,2018-04-27
1419,MZNWR9531Y,C97398,Fracture Femur,surgical,2023-11-29
1420,MZNWR9531Y,C97398,Asthma,chronic,2024-01-26
1421,KECXL0143S,H39286,Fracture Femur,surgical,2020-07-04
1422,KECXL0143S,H39286,Hernia,surgical,2024-03-03
1423,KECXL0143S,H39286,Angina,cardiac,2022-04-27
1424,QVNXU3520A,U73526,Angina,cardiac,2024-08-12
1425,QVNXU3520A,U73526,Angina,cardiac,2019-08-01
1426,QVNXU3520A,U73526,Hypothyroidism,chronic,2017-08-14
1427,HBXMS0102E,A62191,Myocardial Infarction,cardiac,2024-08-24
1428,PPHOB0898U,B61202,Autoimmune Disorder,rare,2018-02-03
1429,PPHOB0898U,B61202,Urinary Tract Infection,acute,2018-12-14
1430,ACBBV3220M,T52693,Autoimmune Disorder,rare,2024-10-10
1431,ACBBV3220M,T52693,Gallstones,surgical,2023-07-06
1432,ACBBV3220M,T52693,Coronary Artery Disease,cardiac,2020-05-09
1433,ACBBV3220M,T52693,Gastroenteritis,acute,2023-10-08
1434,QSURY8252T,B12936,ACL Tear,surgical,2017-02-02
1435,QSURY8252T,B12936,Lupus,rare,2019-03-12
1436,QSURY8252T,B12936,Dengue,acute,2023-02-16
1437,LJNBC3859N,D95287,Lupus,rare,2021-08-13
1438,LJNBC3859N,D95287,Hypertension,chronic,2021-11-27
1439,LJNBC3859N,D95287,Hypertension,chronic,2023-04-11
1440,ZDWQU7331S,J10553,Fracture Femur,surgical,2017-02-08
1441,ZDWQU7331S,J10553,Diabetes Mellitus,chronic,2016-07-19
1442,ZDWQU7331S,J10553,Coronary Artery Disease,cardiac,2019-08-31
1443,ZDWQU7331S,J10553,Viral Fever,acute,2017-11-29
1444,ZDWQU7331S,J10553,Autoimmune Disorder,rare,2019-09-01
1445,JUEFT5673O,K89562,Appendicitis,surgical,2020-03-05
1446,JUEFT5673O,K89562,Angina,cardiac,2022-10-10
1447,DVXTF0752I,I27928,Dengue,acute,2018-03-21
1448,DVXTF0752I,I27928,Fracture Femur,surgical,2021-06-10
1449,LJXHX2631Q,O03410,Hypothyroidism,chronic,2018-11-08
1450,LJXHX2631Q,O03410,Gallstones,surgical,2017-11-20
1451,LJXHX2631Q,O03410,Multiple Sclerosis,rare,2021-02-15
1452,LJXHX2631Q,O03410,Lupus,rare,2019-03-26
1453,LJXHX2631Q,O03410,Coronary Artery Disease,cardiac,2018-11-20
1454,YGAVW4986G,G79616,Urinary Tract Infection,acute,2023-02-07
1455,YGAVW4986G,G79616,Dengue,acute,2018-09-02
1456,YGAVW4986G,G79616,Coronary Artery Disease,cardiac,2018-06-02
1457,FUFHB5871Q,X55810,ACL Tear,surgical,2020-06-27
1458,FUFHB5871Q,X55810,Autoimmune Disorder,rare,2023-09-18
1459,FUFHB5871Q,X55810,Fracture Femur,surgical,2021-01-08
1460,OIRYY8579R,C99672,Dengue,acute,2016-10-14
1461,OIRYY8579R,C99672,Lupus,rare,2016-02-07
1462,OIRYY8579R,C99672,Myocardial Infarction,cardiac,2018-11-01
1463,TSONK1067X,N57301,Gallstones,surgical,2024-01-15
1464,TSONK1067X,N57301,Gastroenteritis,acute,2017-06-30
1465,TSONK1067X,N57301,Multiple Sclerosis,rare,2024-08-08
1466,TSONK1067X,N57301,Coronary Artery Disease,cardiac,2017-05-10
1467,TSONK1067X,N57301,Angina,cardiac,2020-03-03
1468,BVZHB6377D,X82349,Gastroenteritis,acute,2019-04-06
1469,BVZHB6377D,X82349,Urinary Tract Infection,acute,2017-03-16
1470,BVZHB6377D,X82349,Appendicitis,surgical,2016-10-01
1471,BVZHB6377D,X82349,Angina,cardiac,2016-05-03
1472,OEWOH2211L,U29673,Urinary Tract Infection,acute,2018-01-22
1473,OEWOH2211L,U29673,Urinary Tract Infection,acute,2024-06-03
1474,OEWOH2211L,U29673,Pneumonia,acute,2023-07-25
1475,OEWOH2211L,U29673,Urinary Tract Infection,acute,2021-09-28
1476,HMIZL4852Y,E25003,Chronic Kidney Disease,chronic,2023-05-23
1477,HMIZL4852Y,E25003,Autoimmune Disorder,rare,2021-06-11
1478,HMIZL4852Y,E25003,Lupus,rare,2019-06-26
1479,HMIZL4852Y,E25003,Viral Fever,acute,2016-01-01
1480,HMIZL4852Y,E25003,Myocardial Infarction,cardiac,2019-09-12
1481,KEIQO9864B,N89379,Chronic Kidney Disease,chronic,2020-11-05
1482,KEIQO9864B,N89379,Gastroenteritis,acute,2022-12-30
1483,KEIQO9864B,N89379,Myocardial Infarction,cardiac,2017-03-02
1484,KEIQO9864B,N89379,Multiple Sclerosis,rare,2023-02-23
1485,FDTZS4746U,K04123,Lupus,rare,2020-09-26
1486,FDTZS4746U,K04123,Coronary Artery Disease,cardiac,2018-02-10
1487,HAWUB2542E,I39377,Fracture Femur,surgical,2018-03-21
1488,HAWUB2542E,I39377,Appendicitis,surgical,2020-06-13
1489,HAWUB2542E,I39377,Hypertension,chronic,2018-03-05
1490,GHTXW4765V,P90000,Hernia,surgical,2023-01-25
1491,QUUWS4850S,E46092,Autoimmune Disorder,rare,2023-10-28
1492,QUUWS4850S,E46092,Urinary Tract Infection,acute,2019-09-25
1493,ZLAQD5412W,O01015,Fracture Femur,surgical,2018-05-09
1494,ZLAQD5412W,O01015,Myocardial Infarction,cardiac,2019-12-07
1495,ZLAQD5412W,O01015,Pneumonia,acute,2023-07-21
1496,NFNWN9424Q,K59335,Myocardial Infarction,cardiac,2020-07-17
1497,NFNWN9424Q,K59335,Angina,cardiac,2019-07-09
1498,NAQLS0403B,H60472,Diabetes Mellitus,chronic,2021-04-20
1499,NAQLS0403B,H60472,Lupus,rare,2022-06-28
1500,NAQLS0403B,H60472,Coronary Artery Disease,cardiac,2020-08-18
1501,NAQLS0403B,H60472,Gastroenteritis,acute,2023-03-09
1502,NAQLS0403B,H60472,Lupus,rare,2020-11-29
1503,BVWHY2765F,W98043,Appendicitis,surgical,2018-11-23
1504,JDEBF8018H,G41177,Lupus,rare,2018-12-06
1505,JDEBF8018H,G41177,Lupus,rare,2018-11-08
1506,JDEBF8018H,G41177,Asthma,chronic,2020-08-20
1507,LEDWW0317G,L76548,Viral Fever,acute,2019-05-13
1508,LEDWW0317G,L76548,Chronic Kidney Disease,chronic,2018-07-11
1509,LEDWW0317G,L76548,Coronary Artery Disease,cardiac,2024-08-24
1510,LEDWW0317G,L76548,Autoimmune Disorder,rare,2016-09-03
1511,LEDWW0317G,L76548,Appendicitis,surgical,2017-07-06
1512,XHOSL7729R,J73584,Chronic Kidney Disease,chronic,2024-05-28
1513,XHOSL7729R,J73584,Gallstones,surgical,2023-03-18
1514,XHOSL7729R,J73584,Viral Fever,acute,2017-01-24
1515,XHOSL7729R,J73584,ACL Tear,surgical,2023-04-13
1516,EFFAT6517E,T20325,Pneumonia,acute,2022-09-27
1517,EFFAT6517E,T20325,Lupus,rare,2022-04-21
1518,EFFAT6517E,T20325,Fracture Femur,surgical,2017-10-19
1519,EFFAT6517E,T20325,Viral Fever,acute,2024-08-28
1520,EFFAT6517E,T20325,Hypothyroidism,chronic,2017-01-06
1521,FXDNN4938K,R56798,Asthma,chronic,2023-04-22
1522,HBQPR5420H,X44145,Gastroenteritis,acute,2017-02-19
1523,HBQPR5420H,X44145,Gallstones,surgical,2024-04-13
1524,KIWDS5260H,I90418,Chronic Kidney Disease,chronic,2020-08-08
1525,KIWDS5260H,I90418,Dengue,acute,2017-08-20
1526,QUXDT0342R,I95965,Urinary Tract Infection,acute,2016-09-19
1527,QUXDT0342R,I95965,Chronic Kidney Disease,chronic,2023-04-26
1528,QUXDT0342R,I95965,Myocardial Infarction,cardiac,2020-09-05
1529,QUXDT0342R,I95965,Asthma,chronic,2017-10-05
1530,QUXDT0342R,I95965,Chronic Kidney Disease,chronic,2024-07-29
1531,MZWTJ0029H,Z77592,Hypertension,chronic,2020-05-21
1532,FPFMW3232B,C26618,Autoimmune Disorder,rare,2019-06-03
1533,ZHYQP6821C,L90347,Autoimmune Disorder,rare,2022-10-03
1534,ZHYQP6821C,L90347,Gallstones,surgical,2020-09-23
1535,ZHYQP6821C,L90347,Myocardial Infarction,cardiac,2016-04-12
1536,ZHYQP6821C,L90347,Pneumonia,acute,2017-08-15
1537,WMDRZ6275E,X39308,Hypertension,chronic,2019-08-31
1538,IZEBL3375T,U29081,ACL Tear,surgical,2022-11-30
1539,XSGDF3949W,Q34344,Myocardial Infarction,cardiac,2016-06-27
1540,XSGDF3949W,Q34344,Autoimmune Disorder,rare,2018-01-31
1541,XSGDF3949W,Q34344,Viral Fever,acute,2022-04-13
1542,ZCKDG1024Z,Z23842,Dengue,acute,2021-06-02
1543,ZCKDG1024Z,Z23842,Viral Fever,acute,2024-07-31
1544,ZCKDG1024Z,Z23842,Lupus,rare,2024-06-19
1545,ZCKDG1024Z,Z23842,Appendicitis,surgical,2017-10-20
1546,ZBAQB3855L,Q88241,Hernia,surgical,2018-02-01
1547,ZBAQB3855L,Q88241,Diabetes Mellitus,chronic,2023-03-11
1548,ZBAQB3855L,Q88241,Multiple Sclerosis,rare,2022-12-04
1549,ZBAQB3855L,Q88241,Chronic Kidney Disease,chronic,2017-07-29
1550,ZBAQB3855L,Q88241,Multiple Sclerosis,rare,2023-10-07
1551,KCJHV6658K,J62235,Autoimmune Disorder,rare,2019-12-20
1552,KCJHV6658K,J62235,Multiple Sclerosis,rare,2021-06-06
1553,KCJHV6658K,J62235,ACL Tear,surgical,2023-05-23
1554,KCJHV6658K,J62235,Autoimmune Disorder,rare,2019-02-05
1555,OAJQD2661K,Y77699,Asthma,chronic,2024-09-25
1556,OAJQD2661K,Y77699,Coronary Artery Disease,cardiac,2021-03-30
1557,EUWBR5713I,Y36320,Angina,cardiac,2019-09-22
1558,QUSDU2515R,D43393,Myocardial Infarction,cardiac,2024-03-07
1559,QUSDU2515R,D43393,Angina,cardiac,2017-03-25
1560,AIOSZ7244A,X95565,Coronary Artery Disease,cardiac,2024-11-11
1561,AIOSZ7244A,X95565,Multiple Sclerosis,rare,2023-07-27
1562,AIOSZ7244A,X95565,Angina,cardiac,2019-05-23
1563,AIOSZ7244A,X95565,ACL Tear,surgical,2024-03-16
1564,AIOSZ7244A,X95565,Hypertension,chronic,2019-10-16
1565,ZFGMU6533K,I38146,Diabetes Mellitus,chronic,2023-08-29
1566,ZFGMU6533K,I38146,Fracture Femur,surgical,2018-03-17
1567,EVZVU5171Y,H53411,Angina,cardiac,2020-08-27
1568,EVZVU5171Y,H53411,Myocardial Infarction,cardiac,2021-05-22
1569,TPLVC7706W,D62486,Gallstones,surgical,2022-12-13
1570,TPLVC7706W,D62486,ACL Tear,surgical,2021-09-28
1571,TPLVC7706W,D62486,ACL Tear,surgical,2017-11-30
1572,TPLVC7706W,D62486,Appendicitis,surgical,2017-07-16
1573,TPLVC7706W,D62486,Pneumonia,acute,2023-10-01
1574,OIZXI9466F,V61954,Coronary Artery Disease,cardiac,2016-05-12
1575,OIZXI9466F,V61954,Coronary Artery Disease,cardiac,2019-05-28
1576,OIZXI9466F,V61954,Chronic Kidney Disease,chronic,2018-02-19
1577,OIZXI9466F,V61954,Lupus,rare,2023-01-14
1578,LCOAG1629W,B44573,ACL Tear,surgical,2016-01-14
1579,LCOAG1629W,B44573,Dengue,acute,2020-07-14
1580,LCOAG1629W,B44573,Dengue,acute,2022-06-24
1581,LCOAG1629W,B44573,Diabetes Mellitus,chronic,2017-09-16
1582,NELKY8234O,D30619,Viral Fever,acute,2018-08-03
1583,NELKY8234O,D30619,Hypertension,chronic,2016-04-20
1584,NELKY8234O,D30619,Gastroenteritis,acute,2023-11-04
1585,ZCHXB4139M,O08298,Lupus,rare,2016-02-23
1586,ZCHXB4139M,O08298,Coronary Artery Disease,cardiac,2016-03-18
1587,ZCHXB4139M,O08298,Angina,cardiac,2016-03-02
1588,ZCHXB4139M,O08298,Hernia,surgical,2024-06-03
1589,SGADE3251E,X50086,Angina,cardiac,2023-08-02
1590,SGADE3251E,X50086,Gastroenteritis,acute,2018-06-11
1591,HXJVI2470W,A24065,Multiple Sclerosis,rare,2021-03-13
1592,PJNEP5870K,J84340,Fracture Femur,surgical,2016-09-10
1593,PJNEP5870K,J84340,Autoimmune Disorder,rare,2024-08-05
1594,PJNEP5870K,J84340,Asthma,chronic,2018-04-19
1595,PJNEP5870K,J84340,ACL Tear,surgical,2016-09-12
1596,TTCZG5060N,H86980,Angina,cardiac,2016-11-25
1597,TTCZG5060N,H86980,Dengue,acute,2020-02-05
1598,TTCZG5060N,H86980,Pneumonia,acute,2022-05-19
1599,HAMON2729Y,T38980,Lupus,rare,2016-09-28
1600,HAMON2729Y,T38980,Lupus,rare,2022-07-15
1601,HAMON2729Y,T38980,ACL Tear,surgical,2024-04-04
1602,GHAMG9557I,Z85665,Multiple Sclerosis,rare,2019-10-27
1603,GHAMG9557I,Z85665,Gastroenteritis,acute,2024-04-03
1604,YFULX6500L,N29316,Hypothyroidism,chronic,2021-10-09
1605,WSSZM1185I,H43569,Autoimmune Disorder,rare,2021-08-10
1606,WSSZM1185I,H43569,Chronic Kidney Disease,chronic,2020-07-28
1607,WSSZM1185I,H43569,Coronary Artery Disease,cardiac,2017-01-31
1608,WSSZM1185I,H43569,Dengue,acute,2021-03-25
1609,WSSZM1185I,H43569,Pneumonia,acute,2018-07-15
1610,JVBLE3537B,V62603,Angina,cardiac,2020-04-07
1611,JVBLE3537B,V62603,Asthma,chronic,2022-05-16
1612,JVBLE3537B,V62603,Coronary Artery Disease,cardiac,2021-04-18
1613,JVBLE3537B,V62603,Appendicitis,surgical,2020-12-25
1614,KWHXJ4962K,P58522,Urinary Tract Infection,acute,2021-01-15
1615,SNQOU3029Y,Q36918,Appendicitis,surgical,2017-05-18
1616,SNQOU3029Y,Q36918,Angina,cardiac,2020-09-10
1617,SNQOU3029Y,Q36918,ACL Tear,surgical,2024-06-06
1618,SNQOU3029Y,Q36918,Dengue,acute,2019-07-08
1619,LZZNS9216U,D70047,Gastroenteritis,acute,2018-08-12
1620,UODIG7250J,C59521,Urinary Tract Infection,acute,2017-06-10
1621,UODIG7250J,C59521,Lupus,rare,2016-04-24
1622,RITDC0977Y,U15741,Viral Fever,acute,2020-06-13
1623,DFDRB7329Y,K60213,Hernia,surgical,2016-10-31
1624,DFDRB7329Y,K60213,Myocardial Infarction,cardiac,2022-09-01
1625,KIMSX8294T,O64792,Viral Fever,acute,2021-08-21
1626,KIMSX8294T,O64792,Urinary Tract Infection,acute,2020-04-17
1627,XOLPY5728P,R60462,Angina,cardiac,2024-07-08
1628,XOLPY5728P,R60462,Hypertension,chronic,2023-02-27
1629,XOLPY5728P,R60462,Pneumonia,acute,2022-08-17
1630,XOLPY5728P,R60462,Hernia,surgical,2022-11-19
1631,XOLPY5728P,R60462,Multiple Sclerosis,rare,2019-07-01
1632,JLOER1775R,C68818,Hypothyroidism,chronic,2021-09-16
1633,JLOER1775R,C68818,Diabetes Mellitus,chronic,2022-02-22
1634,JSLCT3150V,A39092,Diabetes Mellitus,chronic,2020-08-01
1635,JSLCT3150V,A39092,Hypertension,chronic,2022-07-02
1636,JSLCT3150V,A39092,Viral Fever,acute,2016-07-22
1637,JSLCT3150V,A39092,Angina,cardiac,2023-10-02
1638,JSLCT3150V,A39092,ACL Tear,surgical,2023-10-25
1639,KJCYJ5680S,F69712,Hypothyroidism,chronic,2023-12-13
1640,LAYCU5818O,T69641,Autoimmune Disorder,rare,2024-03-22
1641,LAYCU5818O,T69641,Appendicitis,surgical,2020-04-21
1642,LAYCU5818O,T69641,Multiple Sclerosis,rare,2020-11-18
1643,LAYCU5818O,T69641,Viral Fever,acute,2018-01-15
1644,IPSGH0697O,L34497,Autoimmune Disorder,rare,2024-08-08
1645,IPSGH0697O,L34497,Chronic Kidney Disease,chronic,2017-03-13
1646,IPSGH0697O,L34497,Fracture Femur,surgical,2021-01-07
1647,XJSQQ2923A,D00686,Hypertension,chronic,2017-05-05
1648,VIOIV0598F,A27954,Autoimmune Disorder,rare,2024-06-04
1649,VIOIV0598F,A27954,Multiple Sclerosis,rare,2017-11-25
1650,VIOIV0598F,A27954,Coronary Artery Disease,cardiac,2017-08-31
1651,VIOIV0598F,A27954,Myocardial Infarction,cardiac,2024-06-22
1652,PMPFS9774A,P59533,Viral Fever,acute,2019-07-24
1653,PMPFS9774A,P59533,Lupus,rare,2024-03-31
1654,PMPFS9774A,P59533,Asthma,chronic,2016-12-11
1655,UVEUY7896G,C13321,Dengue,acute,2017-05-23
1656,UVEUY7896G,C13321,Fracture Femur,surgical,2016-03-10
1657,UVEUY7896G,C13321,ACL Tear,surgical,2021-10-06
1658,UVEUY7896G,C13321,ACL Tear,surgical,2018-09-07
1659,CQCFY1662T,Z77223,Angina,cardiac,2023-08-13
1660,ZQONC5880U,N73298,Urinary Tract Infection,acute,2019-08-29
1661,UMXRA8032X,Y62957,Lupus,rare,2018-10-01
1662,UMXRA8032X,Y62957,Gallstones,surgical,2016-11-09
1663,UMXRA8032X,Y62957,Multiple Sclerosis,rare,2021-08-13
1664,PHAEV7853Y,J31872,Chronic Kidney Disease,chronic,2017-03-02
1665,PHAEV7853Y,J31872,Urinary Tract Infection,acute,2016-09-03
1666,EKWZY5513O,A98367,ACL Tear,surgical,2022-07-01
1667,GZPMD8917K,I50732,Myocardial Infarction,cardiac,2017-06-17
1668,FZSXU2622I,F48355,Pneumonia,acute,2022-07-11
1669,LFCQH9870C,R59523,Myocardial Infarction,cardiac,2016-07-27
1670,LFCQH9870C,R59523,Gastroenteritis,acute,2022-01-01
1671,HTTBR4057E,U11550,ACL Tear,surgical,2018-11-04
1672,HTTBR4057E,U11550,Appendicitis,surgical,2024-01-10
1673,KSKGA3071M,F60021,Lupus,rare,2016-01-22
1674,RPVRX9601P,Q88149,Lupus,rare,2022-12-27
1675,RPVRX9601P,Q88149,Gastroenteritis,acute,2016-08-23
1676,RPVRX9601P,Q88149,ACL Tear,surgical,2023-01-12
1677,RPVRX9601P,Q88149,Autoimmune Disorder,rare,2024-09-04
1678,DAPOQ3549L,N34671,Diabetes Mellitus,chronic,2017-06-30
1679,DAPOQ3549L,N34671,Hypothyroidism,chronic,2020-08-28
1680,DAPOQ3549L,N34671,Appendicitis,surgical,2024-11-12
1681,DAPOQ3549L,N34671,Hypothyroidism,chronic,2023-06-29
1682,IWNKM9458W,S38843,ACL Tear,surgical,2019-12-09
1683,IWNKM9458W,S38843,ACL Tear,surgical,2019-02-06
1684,NMRZU3004F,L81980,ACL Tear,surgical,2018-09-29
1685,XSOLD6486A,I68928,Fracture Femur,surgical,2018-11-07
1686,XSOLD6486A,I68928,Chronic Kidney Disease,chronic,2020-11-25
1687,XSOLD6486A,I68928,Diabetes Mellitus,chronic,2017-07-30
1688,XSOLD6486A,I68928,Diabetes Mellitus,chronic,2023-06-03
1689,LDLME5514Q,E33400,ACL Tear,surgical,2019-05-01
1690,LDLME5514Q,E33400,Dengue,acute,2022-05-30
1691,HWXRF2445Q,V61431,Hypothyroidism,chronic,2023-12-02
1692,HWXRF2445Q,V61431,Diabetes Mellitus,chronic,2019-03-11
1693,HWXRF2445Q,V61431,Hypertension,chronic,2019-03-15
1694,HWXRF2445Q,V61431,Lupus,rare,2017-12-09
1695,HWXRF2445Q,V61431,Dengue,acute,2021-11-16
1696,YUCOD2428U,P02485,Lupus,rare,2020-04-18
1697,YUCOD2428U,P02485,Viral Fever,acute,2016-07-27
1698,YUCOD2428U,P02485,Diabetes Mellitus,chronic,2021-07-08
1699,YUCOD2428U,P02485,Gallstones,surgical,2019-10-02
1700,UTXNX6378J,I78110,Multiple Sclerosis,rare,2021-12-16
1701,UTXNX6378J,I78110,Angina,cardiac,2019-04-05
1702,UTXNX6378J,I78110,Pneumonia,acute,2024-06-06
1703,UTXNX6378J,I78110,Multiple Sclerosis,rare,2024-02-27
1704,UTXNX6378J,I78110,Gallstones,surgical,2016-08-18
1705,UXDTZ9521N,C89576,Angina,cardiac,2022-01-23
1706,GIKLH4106N,M46813,Multiple Sclerosis,rare,2020-11-12
1707,GIKLH4106N,M46813,Viral Fever,acute,2019-11-02
1708,GIKLH4106N,M46813,Coronary Artery Disease,cardiac,2024-07-04
1709,CXDZH8497M,C89411,Gallstones,surgical,2017-02-26
1710,CXDZH8497M,C89411,Viral Fever,acute,2021-05-15
1711,CXDZH8497M,C89411,Pneumonia,acute,2021-09-09
1712,CXDZH8497M,C89411,Myocardial Infarction,cardiac,2022-11-19
1713,CXDZH8497M,C89411,Gallstones,surgical,2023-07-04
1714,XNVFB2386B,D37965,Asthma,chronic,2024-07-05
1715,XNVFB2386B,D37965,Appendicitis,surgical,2020-11-01
1716,XNVFB2386B,D37965,Appendicitis,surgical,2017-11-26
1717,XNVFB2386B,D37965,Multiple Sclerosis,rare,2018-04-16
1718,BXXUF0950P,A52634,Lupus,rare,2016-07-22
1719,BXXUF0950P,A52634,Hernia,surgical,2018-01-28
1720,RMFVQ7401U,Z04748,Multiple Sclerosis,rare,2018-11-15
1721,ETGCL2195M,M37439,Fracture Femur,surgical,2024-02-02
1722,ETGCL2195M,M37439,Hypertension,chronic,2018-07-01
1723,ETGCL2195M,M37439,Hypertension,chronic,2016-06-03
1724,VANCF4424V,W74585,Angina,cardiac,2021-05-13
1725,FZKHR8504D,V89167,Appendicitis,surgical,2024-02-20
1726,FZKHR8504D,V89167,Multiple Sclerosis,rare,2022-04-26
1727,FZKHR8504D,V89167,Viral Fever,acute,2017-11-18
1728,FZKHR8504D,V89167,Diabetes Mellitus,chronic,2023-11-08
1729,FZKHR8504D,V89167,Hypertension,chronic,2019-08-26
1730,HCRQW9198P,K04523,Chronic Kidney Disease,chronic,2019-10-04
1731,KDODH5253X,N27591,ACL Tear,surgical,2018-04-30
1732,KDODH5253X,N27591,Diabetes Mellitus,chronic,2023-07-14
1733,KDODH5253X,N27591,Gastroenteritis,acute,2018-09-28
1734,KDODH5253X,N27591,Gallstones,surgical,2020-10-17
1735,KDODH5253X,N27591,Autoimmune Disorder,rare,2021-10-08
1736,RXFUW5172W,Y38995,ACL Tear,surgical,2017-11-22
1737,RXFUW5172W,Y38995,ACL Tear,surgical,2020-12-10
1738,RXFUW5172W,Y38995,Angina,cardiac,2021-07-17
1739,JJCHW3513C,F27438,Hypertension,chronic,2018-03-10
1740,JJCHW3513C,F27438,Hypothyroidism,chronic,2017-05-01
1741,JJCHW3513C,F27438,Hypertension,chronic,2022-01-15
1742,JJCHW3513C,F27438,Fracture Femur,surgical,2023-01-24
1743,OLDRH0855A,N54189,Pneumonia,acute,2016-11-28
1744,OLDRH0855A,N54189,Appendicitis,surgical,2022-09-12
1745,ZLVWR4470D,Y07759,Angina,cardiac,2020-10-11
1746,ZLVWR4470D,Y07759,Myocardial Infarction,cardiac,2018-12-10
1747,ZLVWR4470D,Y07759,Gallstones,surgical,2023-04-25
1748,ZLVWR4470D,Y07759,Hernia,surgical,2016-02-09
1749,ZLVWR4470D,Y07759,Multiple Sclerosis,rare,2023-02-04
1750,NGDKJ1830D,R79713,Asthma,chronic,2019-09-23
1751,NGDKJ1830D,R79713,ACL Tear,surgical,2023-08-31
1752,NGDKJ1830D,R79713,Autoimmune Disorder,rare,2017-10-04
1753,NGDKJ1830D,R79713,Dengue,acute,2018-01-30
1754,APLJQ4122N,O44642,ACL Tear,surgical,2020-12-02
1755,APLJQ4122N,O44642,Coronary Artery Disease,cardiac,2021-08-15
1756,APLJQ4122N,O44642,Lupus,rare,2016-08-16
1757,APLJQ4122N,O44642,Autoimmune Disorder,rare,2022-01-09
1758,HUDHL5221U,F18707,Gallstones,surgical,2019-01-20
1759,HUDHL5221U,F18707,Autoimmune Disorder,rare,2024-03-08
1760,ZEPML9636X,Z62498,Coronary Artery Disease,cardiac,2024-05-26
1761,ZEPML9636X,Z62498,Chronic Kidney Disease,chronic,2020-11-12
1762,UOWWA6822Y,N18167,Fracture Femur,surgical,2023-12-24
1763,UOWWA6822Y,N18167,Multiple Sclerosis,rare,2020-12-31
1764,UOWWA6822Y,N18167,Dengue,acute,2022-09-21
1765,UOWWA6822Y,N18167,Gastroenteritis,acute,2024-02-26
1766,JMUKT7719W,Z18633,Myocardial Infarction,cardiac,2024-12-15
1767,OKUKY2067Q,V73772,Autoimmune Disorder,rare,2018-11-16
1768,OKUKY2067Q,V73772,Urinary Tract Infection,acute,2023-07-31
1769,OKUKY2067Q,V73772,ACL Tear,surgical,2023-05-15
1770,SUQGC0355K,K56286,Fracture Femur,surgical,2016-08-12
1771,SUQGC0355K,K56286,Lupus,rare,2024-01-21
1772,SUQGC0355K,K56286,Hypertension,chronic,2024-09-11
1773,HHWMY9044S,F30031,Chronic Kidney Disease,chronic,2024-01-19
1774,HHWMY9044S,F30031,Lupus,rare,2016-02-09
1775,HHWMY9044S,F30031,Diabetes Mellitus,chronic,2023-05-13
1776,HHWMY9044S,F30031,Hypothyroidism,chronic,2019-10-04
1777,HHWMY9044S,F30031,Asthma,chronic,2023-08-01
1778,ASCVP5244E,C54212,Appendicitis,surgical,2017-02-08
1779,UQMAQ0471P,P21160,Hernia,surgical,2019-07-01
